-76.039178,6.291102,1236.893250
-76.073157,6.272289,1210.929353
-75.945777,6.271074,1246.899375
-75.984220,6.307350,1298.274447
-76.045286,6.275212,1258.137865
-75.946379,6.267074,1204.394426
-76.032461,6.310780,1262.012576
-75.948993,6.283081,1289.206511
-76.047198,6.270131,1246.647782
-76.044332,6.290550,1213.748101
-75.967958,6.264041,1242.996011
-75.940907,6.296890,1271.080901
-75.936648,6.297966,1244.516797
-75.971781,6.269179,1262.102902
-75.922585,6.264365,1297.063838
-75.912168,6.276396,1284.553044
-76.094222,6.268984,1203.293038
-75.990834,6.295692,1228.736305
-76.048351,6.286513,1238.505722
-75.942204,6.279869,1237.665995
-76.017109,6.274473,1214.318181
-75.922910,6.303186,1227.152246
-75.947594,6.295366,1238.713371
-75.915470,6.283730,1206.671542
-75.970901,6.274452,1239.089618
-75.965804,6.288540,1208.246653
-76.021848,6.264970,1297.592249
-76.010465,6.296831,1257.270603
-75.981716,6.303268,1225.589739
-75.955570,6.275802,1247.938999
-76.070725,6.285958,1236.306296
-75.982320,6.303100,1295.652229
-76.026429,6.294167,1245.293149
-76.052872,6.287832,1298.326251
-75.966878,6.290316,1229.042882
-76.045011,6.269175,1282.448234
-76.057395,6.306066,1205.748901
-75.946775,6.277921,1206.973166
-75.951551,6.268011,1223.581644
-76.028008,6.270980,1213.960606
-75.993789,6.297789,1206.156665
-75.994605,6.301598,1237.190159
-75.939609,6.290840,1295.684019
-76.089653,6.268171,1255.936619
-75.972833,6.276143,1239.487482
-75.901151,6.288966,1219.043647
-75.909260,6.312648,1211.589306
-76.064085,6.271563,1286.831719
-76.024159,6.267607,1263.926526
-75.935953,6.281477,1220.877907
-76.076627,6.274093,1218.976047
-76.080208,6.267016,1251.835410
-76.036976,6.298565,1295.242871
-75.967087,6.276345,1262.106871
-76.093352,6.293609,1294.535884
-75.962565,6.309963,1256.683077
-76.028959,6.294462,1284.652287
-75.908798,6.279508,1247.514402
-76.027400,6.266459,1277.297559
-76.034687,6.286777,1291.501986
-76.086897,6.294459,1246.603912
-75.942334,6.271387,1250.259926
-75.954242,6.268742,1254.799828
-75.931195,6.294438,1243.818765
-76.090821,6.312026,1210.434221
-76.067631,6.290228,1242.702170
-76.070916,6.276212,1289.995672
-76.013955,6.275959,1253.531848
-76.073922,6.288534,1269.692215
-76.008487,6.266333,1241.496541
-75.946793,6.285344,1287.246115
-76.032373,6.282020,1203.297594
-75.987290,6.300616,1226.835872
-75.997861,6.291060,1268.124797
-76.018255,6.284573,1229.974804
-75.949409,6.300715,1225.941994
-76.055703,6.280959,1217.780376
-76.043621,6.287972,1274.704042
-75.906310,6.301092,1265.858030
-75.987612,6.292632,1206.611903
